id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2017/2018,36,2018-05-04,Sevilla FC,Real Sociedad,1,0,1,7,11,46:56,63:56,https://www.mondefootball.fr/resume/primera-division-2017-2018-sevilla-fc-real-sociedad/
2,2017/2018,36,2018-05-05,Girona FC,SD Eibar,1,4,2,9,10,48:57,41:48,https://www.mondefootball.fr/resume/primera-division-2017-2018-girona-fc-sd-eibar/
3,2017/2018,36,2018-05-05,Athletic Club,Real Betis,2,0,1,14,5,40:45,56:56,https://www.mondefootball.fr/resume/primera-division-2017-2018-athletic-bilbao-real-betis/
4,2017/2018,36,2018-05-05,RC Celta,Deportivo La Coruña,1,1,X,12,18,55:52,35:70,https://www.mondefootball.fr/resume/primera-division-2017-2018-celta-vigo-deportivo-la-coruna/
5,2017/2018,36,2018-05-05,Villarreal CF,Valencia CF,1,0,1,6,4,51:46,62:37,https://www.mondefootball.fr/resume/primera-division-2017-2018-villarreal-cf-valencia-cf/
6,2017/2018,36,2018-05-06,Málaga CF,CD Alavés,0,3,2,20,13,23:56,37:48,https://www.mondefootball.fr/resume/primera-division-2017-2018-malaga-cf-cd-alaves/
7,2017/2018,36,2018-05-06,Atlético Madrid,Espanyol Barcelona,0,2,2,2,16,55:20,31:41,https://www.mondefootball.fr/resume/primera-division-2017-2018-atletico-madrid-espanyol-barcelona/
8,2017/2018,36,2018-05-06,UD Las Palmas,Getafe CF,0,1,2,19,8,23:71,41:32,https://www.mondefootball.fr/resume/primera-division-2017-2018-ud-las-palmas-getafe-cf/
9,2017/2018,36,2018-05-06,FC Barcelona,Real Madrid,2,2,X,1,3,94:24,86:42,https://www.mondefootball.fr/resume/primera-division-2017-2018-fc-barcelona-real-madrid/
10,2017/2018,36,2018-05-07,CD Leganés,Levante UD,0,3,2,17,15,29:46,37:50,https://www.mondefootball.fr/resume/primera-division-2017-2018-cd-leganes-levante-ud/
