id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2013/2014,17,2013-12-20,Elche CF,Málaga CF,0,1,2,14,10,16:23,19:22,https://www.mondefootball.fr/resume/primera-division-2013-2014-elche-cf-malaga-cf/
2,2013/2014,17,2013-12-21,Villarreal CF,Sevilla FC,1,2,2,6,7,27:18,32:29,https://www.mondefootball.fr/resume/primera-division-2013-2014-villarreal-cf-sevilla-fc/
3,2013/2014,17,2013-12-21,Real Betis,UD Almería,0,1,2,20,16,15:36,17:32,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-betis-ud-almeria/
4,2013/2014,17,2013-12-21,Atlético Madrid,Levante UD,3,2,1,2,12,46:11,17:25,https://www.mondefootball.fr/resume/primera-division-2013-2014-atletico-madrid-levante-ud/
5,2013/2014,17,2013-12-21,Granada CF,Real Sociedad,1,3,2,11,5,15:22,33:23,https://www.mondefootball.fr/resume/primera-division-2013-2014-granada-cf-real-sociedad/
6,2013/2014,17,2013-12-22,Espanyol Barcelona,Real Valladolid,4,2,1,9,18,22:23,21:29,https://www.mondefootball.fr/resume/primera-division-2013-2014-espanyol-barcelona-real-valladolid/
7,2013/2014,17,2013-12-22,Getafe CF,FC Barcelona,2,5,2,8,1,20:27,49:12,https://www.mondefootball.fr/resume/primera-division-2013-2014-getafe-cf-fc-barcelona/
8,2013/2014,17,2013-12-22,Athletic Club,Rayo Vallecano,2,1,1,4,19,26:21,16:40,https://www.mondefootball.fr/resume/primera-division-2013-2014-athletic-bilbao-rayo-vallecano/
9,2013/2014,17,2013-12-22,RC Celta,CA Osasuna,1,1,X,15,17,21:27,14:28,https://www.mondefootball.fr/resume/primera-division-2013-2014-celta-vigo-ca-osasuna/
10,2013/2014,17,2013-12-22,Valencia CF,Real Madrid,2,3,2,13,3,23:29,49:21,https://www.mondefootball.fr/resume/primera-division-2013-2014-valencia-cf-real-madrid/
