id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2015/2016,28,2016-03-05,Real Madrid,RC Celta,7,1,1,3,7,81:27,40:51,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-madrid-celta-vigo/
2,2015/2016,28,2016-03-05,Villarreal CF,UD Las Palmas,0,1,2,4,15,33:19,30:40,https://www.mondefootball.fr/resume/primera-division-2015-2016-villarreal-cf-ud-las-palmas/
3,2015/2016,28,2016-03-05,Getafe CF,Sevilla FC,1,1,X,16,5,27:45,39:29,https://www.mondefootball.fr/resume/primera-division-2015-2016-getafe-cf-sevilla-fc/
4,2015/2016,28,2016-03-05,Deportivo La Coruña,Málaga CF,3,3,X,13,12,37:39,27:28,https://www.mondefootball.fr/resume/primera-division-2015-2016-deportivo-la-coruna-malaga-cf/
5,2015/2016,28,2016-03-06,Real Betis,Granada CF,2,0,1,10,18,26:36,29:53,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-betis-granada-cf/
6,2015/2016,28,2016-03-06,SD Eibar,FC Barcelona,0,4,2,8,1,40:40,78:22,https://www.mondefootball.fr/resume/primera-division-2015-2016-sd-eibar-fc-barcelona/
7,2015/2016,28,2016-03-06,Real Sociedad,Levante UD,1,1,X,9,20,37:39,26:52,https://www.mondefootball.fr/resume/primera-division-2015-2016-real-sociedad-levante-ud/
8,2015/2016,28,2016-03-06,Sporting Gijón,Athletic Club,0,2,2,19,6,30:50,44:36,https://www.mondefootball.fr/resume/primera-division-2015-2016-sporting-gijon-athletic-bilbao/
9,2015/2016,28,2016-03-06,Valencia CF,Atlético Madrid,1,3,2,11,2,33:33,42:12,https://www.mondefootball.fr/resume/primera-division-2015-2016-valencia-cf-atletico-madrid/
10,2015/2016,28,2016-03-07,Espanyol Barcelona,Rayo Vallecano,2,1,1,14,17,28:54,38:60,https://www.mondefootball.fr/resume/primera-division-2015-2016-espanyol-barcelona-rayo-vallecano/
