id,season,matchday,date,home_team,away_team,home_goals,away_goals,result,home_position,away_position,home_scored_and_conceded_goals,away_scored_and_conceded_goals,detail_link
1,2013/2014,27,2014-03-08,Real Valladolid,FC Barcelona,1,0,1,18,3,29:44,74:22,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-valladolid-fc-barcelona/
2,2013/2014,27,2014-03-08,Real Betis,Getafe CF,2,0,1,20,16,23:56,23:42,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-betis-getafe-cf/
3,2013/2014,27,2014-03-08,RC Celta,Atlético Madrid,0,2,2,12,2,32:39,63:21,https://www.mondefootball.fr/resume/primera-division-2013-2014-celta-vigo-atletico-madrid/
4,2013/2014,27,2014-03-08,Granada CF,Villarreal CF,2,0,1,11,5,24:36,47:33,https://www.mondefootball.fr/resume/primera-division-2013-2014-granada-cf-villarreal-cf/
5,2013/2014,27,2014-03-09,Espanyol Barcelona,Elche CF,3,1,1,10,14,32:33,24:40,https://www.mondefootball.fr/resume/primera-division-2013-2014-espanyol-barcelona-elche-cf/
6,2013/2014,27,2014-03-09,UD Almería,Sevilla FC,1,3,2,19,7,26:49,47:42,https://www.mondefootball.fr/resume/primera-division-2013-2014-ud-almeria-sevilla-fc/
7,2013/2014,27,2014-03-09,Real Madrid,Levante UD,3,0,1,1,8,76:26,26:34,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-madrid-levante-ud/
8,2013/2014,27,2014-03-09,Valencia CF,Athletic Club,1,1,X,9,4,39:38,50:31,https://www.mondefootball.fr/resume/primera-division-2013-2014-valencia-cf-athletic-bilbao/
9,2013/2014,27,2014-03-10,CA Osasuna,Málaga CF,0,2,2,15,13,24:41,26:35,https://www.mondefootball.fr/resume/primera-division-2013-2014-ca-osasuna-malaga-cf/
10,2013/2014,27,2014-03-10,Real Sociedad,Rayo Vallecano,2,3,2,6,17,48:39,29:61,https://www.mondefootball.fr/resume/primera-division-2013-2014-real-sociedad-rayo-vallecano/
